,name,class_name
12916,uf_LezttbYE__U__S119---0754.060-0765.880.wav,Turkish
12917,TcuyiicViAw__U__S1---0683.450-0697.320.wav,Turkish
12918,OWEo9s0JrIc__U__S169---2731.060-2741.120.wav,Turkish
12919,-yRXX9qS4nc__U__S3---0059.910-0074.880.wav,Turkish
12920,wib0uEfodMM__U__S13---0183.550-0194.960.wav,Turkish
12921,3fq7z5hBtUM__U__S62---0442.850-0456.890.wav,Turkish
12922,DXal6k_Vncg__U__S133---0819.920-0838.460.wav,Turkish
12923,FQUXtTh5-8E__U__S44---0344.260-0357.070.wav,Turkish
12924,jvYi60g5pig__U__S0---0063.980-0080.900.wav,Turkish
12925,V6ojzAZMI2A__U__S153---0317.120-0331.350.wav,Turkish
12926,dLCBhgHnyrY__U__S114---0751.140-0762.230.wav,Turkish
12927,lai_-Aok1pA__U__S1---0606.650-0619.080.wav,Turkish
12928,UwshdvhyOH8__U__S0---0189.980-0201.360.wav,Turkish
12929,4p0a18_WTUA__U__S101---0327.330-0347.210.wav,Turkish
12930,VH-wUbkt0Ps__U__S40---0456.680-0474.840.wav,Turkish
12931,O1Yw6551rJs__U__S134---0663.740-0676.740.wav,Turkish
12932,0TuLALssvPU__U__S67---0543.790-0559.580.wav,Turkish
12933,UbsJLmFqtMY__U__S141---0948.590-0963.830.wav,Turkish
12934,t8PeelO77M0__U__S100---0892.640-0907.550.wav,Turkish
12935,ODaH8RVLGbw__U__S15---0100.660-0117.990.wav,Turkish
12936,vh73axC36HQ__U__S119---0344.700-0354.840.wav,Turkish
12937,n4PQveoz8ZY__U__S0---0246.310-0261.080.wav,Turkish
12938,7_oPOutqiJw__U__S128---1663.250-1681.480.wav,Turkish
12939,srEiAss2zlw__U__S133---1283.970-1294.670.wav,Turkish
12940,lai_-Aok1pA__U__S147---2148.710-2167.580.wav,Turkish
12941,ijOmsVmxNXY__U__S107---0698.230-0711.640.wav,Turkish
12942,lZVriqEKqt0__U__S0---0767.460-0784.070.wav,Turkish
12943,02cnscLFrBE__U__S138---0968.800-0979.590.wav,Turkish
12944,iDh0NUGquI0__U__S128---0146.880-0161.560.wav,Turkish
12945,_E1WKTcTURE__U__S119---1148.290-1168.140.wav,Turkish
12946,7zEa6haWfno__U__S120---0943.040-0956.430.wav,Turkish
12947,rHZNzCuCTew__U__S12---0103.360-0115.910.wav,Turkish
12948,__U3eiMxijE__U__S21---0190.360-0205.900.wav,Turkish
12949,tP11IlAxPNc__U__S0---1477.920-1491.660.wav,Turkish
12950,HLUxZ97rAZc__U__S44---0620.580-0636.350.wav,Turkish
12951,d3TsYyNTgMU__U__S128---0821.380-0833.330.wav,Turkish
12952,ijOmsVmxNXY__U__S104---0227.650-0239.940.wav,Turkish
12953,tP11IlAxPNc__U__S0---1166.170-1185.900.wav,Turkish
12954,t8PeelO77M0__U__S100---0146.130-0161.320.wav,Turkish
12955,OgKpzdowWTk__U__S10---3293.240-3306.610.wav,Turkish
12956,OWEo9s0JrIc__U__S130---0227.420-0237.780.wav,Turkish
12957,3bhBo9YCTpo__U__S100---1706.240-1721.040.wav,Turkish
12958,tP11IlAxPNc__U__S2---0000.000-0017.300.wav,Turkish
12959,KOldkycI1u0__U__S235---1597.170-1611.090.wav,Turkish
12960,UfgkUpnNZj0__U__S1---0217.500-0236.780.wav,Turkish
12961,lZVriqEKqt0__U__S103---0296.820-0307.690.wav,Turkish
12962,cTRw4D5WACk__U__S0---0139.600-0153.870.wav,Turkish
12963,02cnscLFrBE__U__S138---1006.800-1025.670.wav,Turkish
12964,RQCdUxuXwQY__U__S1---0035.400-0046.560.wav,Turkish
12965,IfUle_8VSlo__U__S15---0566.540-0585.020.wav,Turkish
12966,Vb3bvWRTg3Y__U__S10---0244.300-0257.470.wav,Turkish
12967,UfgkUpnNZj0__U__S3---0556.160-0573.200.wav,Turkish
12968,t8PeelO77M0__U__S11---0135.860-0145.980.wav,Turkish
12969,Ci3NBpS2RyE__U__S258---1917.160-1928.620.wav,Turkish
12970,_E1WKTcTURE__U__S116---0992.840-1009.950.wav,Turkish
12971,32CubT691PQ__U__S111---0255.970-0266.670.wav,Turkish
12972,tP11IlAxPNc__U__S2---0095.800-0110.980.wav,Turkish
12973,5G8MJdTMdnY__U__S1---0600.090-0612.960.wav,Turkish
12974,t8PeelO77M0__U__S15---0110.660-0127.760.wav,Turkish
12975,4uq6O39n1Kg__U__S10---0104.960-0119.110.wav,Turkish
12976,__U3eiMxijE__U__S113---1846.750-1862.770.wav,Turkish
12977,7O8xxj_GXx8__U__S386---2484.230-2495.590.wav,Turkish
12978,ijOmsVmxNXY__U__S104---0342.890-0360.350.wav,Turkish
12979,g6z61L_MmTY__U__S12---0267.740-0278.720.wav,Turkish
12980,OZPTSkHaL2w__U__S78---0522.420-0535.830.wav,Turkish
12981,NvkSb-6z1Dk__U__S0---0000.000-0019.180.wav,Turkish
12982,k3-UiedhUNg__U__S114---1033.130-1051.050.wav,Turkish
12983,n5c6FWj3U84__U__S194---1274.950-1289.820.wav,Turkish
12984,_gUS7PfXTB4__U__S139---1545.550-1556.620.wav,Turkish
12985,HaO4GrEe3io__U__S100---0123.660-0133.970.wav,Turkish
12986,oAKcwhZ4shs__U__S150---1028.220-1043.240.wav,Turkish
12987,o8AuAu71g8A__U__S17---0134.670-0147.850.wav,Turkish
12988,OWEo9s0JrIc__U__S198---2299.900-2316.040.wav,Turkish
12989,N3XgjJccqNs__U__S111---0507.200-0527.150.wav,Turkish
12990,_E1WKTcTURE__U__S142---0833.510-0847.140.wav,Turkish
12991,02cnscLFrBE__U__S180---1097.600-1112.670.wav,Turkish
12992,32CubT691PQ__U__S128---0780.370-0795.580.wav,Turkish
12993,Pg7V3UMwUOQ__U__S0---0046.300-0057.400.wav,Turkish
12994,AXa4RxuIhp4__U__S198---1338.490-1351.340.wav,Turkish
12995,cMa0QdqlTAk__U__S0---0017.930-0030.120.wav,Turkish
12996,oAKcwhZ4shs__U__S190---1165.380-1176.250.wav,Turkish
12997,vOMm8SLzmwc__U__S29---0530.110-0544.220.wav,Turkish
12998,srEiAss2zlw__U__S103---0750.740-0764.400.wav,Turkish
12999,OKJSRoyWItU__U__S1---0033.090-0050.060.wav,Turkish
13000,3t3I6XLheSM__U__S0---0037.780-0056.350.wav,Turkish
13001,4HMWWqe2a0Y__U__S177---1094.230-1108.040.wav,Turkish
13002,VLp2p6rUBe0__U__S17---0335.800-0351.820.wav,Turkish
13003,nXLlcoOEzhQ__U__S11---0107.740-0126.190.wav,Turkish
13004,V3cG4Z3frWE__U__S0---0061.390-0075.150.wav,Turkish
13005,_E1WKTcTURE__U__S136---2150.580-2163.240.wav,Turkish
13006,iweLjrFW0eQ__U__S63---0399.080-0414.770.wav,Turkish
13007,ofYLjZRgBLc__U__S11---0225.760-0242.840.wav,Turkish
13008,rt3ZthtLbWQ__U__S68---0455.910-0471.630.wav,Turkish
13009,lai_-Aok1pA__U__S147---2068.470-2080.020.wav,Turkish
13010,N5ZtFHT4wFs__U__S0---0384.750-0399.060.wav,Turkish
13011,4uq6O39n1Kg__U__S51---0312.340-0325.390.wav,Turkish
13012,JE63bJ1KZeA__U__S1---0043.270-0058.360.wav,Turkish
13013,6QHM4DCJTsc__U__S30---0266.060-0277.470.wav,Turkish
13014,iDh0NUGquI0__U__S122---0731.860-0751.730.wav,Turkish
13015,y3TG2E4hvqs__U__S0---0058.260-0070.230.wav,Turkish
13016,xn1Y3AFW8jo__U__S119---0845.390-0857.900.wav,Turkish
13017,N3XgjJccqNs__U__S135---0883.710-0896.510.wav,Turkish
13018,ENUX2Om7mg4__U__S13---0102.300-0119.130.wav,Turkish
13019,n4PQveoz8ZY__U__S0---0038.320-0054.040.wav,Turkish
13020,2X6pAFHDeRI__U__S10---1886.820-1901.120.wav,Turkish
13021,y0_O7-tV2P0__U__S10---0521.250-0531.290.wav,Turkish
13022,2X6pAFHDeRI__U__S277---1867.230-1880.130.wav,Turkish
13023,mS19l3ZwsoQ__U__S2---0062.870-0076.980.wav,Turkish
13024,3bhBo9YCTpo__U__S209---2103.560-2117.380.wav,Turkish
13025,OGIA5owLkXk__U__S1---0030.370-0040.860.wav,Turkish
13026,4HMWWqe2a0Y__U__S137---0857.130-0873.290.wav,Turkish
13027,TcuyiicViAw__U__S1---0526.600-0538.910.wav,Turkish
13028,R5SeBepcmLg__U__S0---0019.040-0038.130.wav,Turkish
13029,S9IFHaNmJus__U__S9---0164.560-0174.810.wav,Turkish
13030,EKLfsKlgEMA__U__S0---0000.000-0014.270.wav,Turkish
13031,qU1WBya4-sM__U__S12---0233.190-0251.720.wav,Turkish
13032,EZs9N_UnTlc__U__S0---0000.000-0010.960.wav,Turkish
13033,5Qh5O3NwucY__U__S3---0473.650-0485.340.wav,Turkish
13034,8wYB63SEVrU__U__S10---0057.950-0069.760.wav,Turkish
13035,vOMm8SLzmwc__U__S35---0422.840-0436.820.wav,Turkish
13036,cjEMEZZ36Iw__U__S0---0422.280-0437.670.wav,Turkish
13037,-aguuLZTpOE__U__S15---0293.730-0304.100.wav,Turkish
13038,2Y9VYyr4NzU__U__S10---0072.760-0087.020.wav,Turkish
13039,uf_LezttbYE__U__S1---0001.420-0012.190.wav,Turkish
13040,y5Mp4IRMzaU__U__S40---0278.770-0294.860.wav,Turkish
13041,GZXqphwJkWg__U__S18---0433.810-0445.090.wav,Turkish
13042,CZNRx7i5Xig__U__S23---0252.520-0263.320.wav,Turkish
13043,KsBxrve80ZQ__U__S234---1531.020-1546.520.wav,Turkish
13044,Z4Jz36D8LKY__U__S110---0508.910-0526.650.wav,Turkish
13045,kBbJMs9mp2k__U__S42---0258.650-0269.230.wav,Turkish
13046,FLVQvLUGo9g__U__S0---0247.680-0262.150.wav,Turkish
13047,lai_-Aok1pA__U__S156---1082.400-1097.640.wav,Turkish
13048,4HMWWqe2a0Y__U__S137---0814.880-0834.290.wav,Turkish
13049,WQi-O0N0IpQ__U__S0---0201.540-0216.830.wav,Turkish
13050,UHimBjoxtTM__U__S44---0304.090-0319.220.wav,Turkish
13051,rHZNzCuCTew__U__S12---0199.770-0215.700.wav,Turkish
13052,02cnscLFrBE__U__S216---2537.770-2555.520.wav,Turkish
13053,6UnrIyNjB3Q__U__S104---0903.620-0918.000.wav,Turkish
13054,o80Hc53jZyo__U__S11---0123.840-0136.950.wav,Turkish
13055,-yRXX9qS4nc__U__S21---0227.130-0237.880.wav,Turkish
13056,Ci3NBpS2RyE__U__S257---2577.580-2593.530.wav,Turkish
13057,4q5RHz7ASXE__U__S109---1088.420-1105.560.wav,Turkish
13058,HtxaLT69qzM__U__S52---0598.300-0613.440.wav,Turkish
13059,FBsXVStDIoM__U__S18---0293.550-0308.140.wav,Turkish
13060,TcuyiicViAw__U__S1---0439.110-0453.230.wav,Turkish
13061,t8PeelO77M0__U__S154---0997.130-1016.980.wav,Turkish
13062,HLUxZ97rAZc__U__S119---0780.330-0796.890.wav,Turkish
13063,1-epF3zL0Zk__U__S100---0106.680-0117.030.wav,Turkish
13064,iDh0NUGquI0__U__S133---1106.650-1121.060.wav,Turkish
13065,32CubT691PQ__U__S111---0238.250-0255.970.wav,Turkish
13066,9bNt2ZPIPck__U__S17---0172.830-0188.550.wav,Turkish
13067,tN3TJN7M05U__U__S15---0117.590-0129.030.wav,Turkish
13068,la-mce0Xhq0__U__S1---0038.890-0055.750.wav,Turkish
13069,c0ovdz-Tdis__U__S52---0603.480-0618.870.wav,Turkish
13070,c0ovdz-Tdis__U__S107---0646.200-0659.560.wav,Turkish
13071,7zEa6haWfno__U__S108---2406.420-2425.390.wav,Turkish
13072,6DpMWML5Aac__U__S2---0589.010-0600.790.wav,Turkish
13073,6Hi9UW76zOU__U__S10---0464.640-0474.750.wav,Turkish
13074,o8AuAu71g8A__U__S17---0350.060-0362.420.wav,Turkish
13075,LLWudqF57UA__U__S1---1863.130-1873.770.wav,Turkish
13076,3rUe13dRjUY__U__S14---0142.100-0157.060.wav,Turkish
13077,uGUUy1yW5tM__U__S44---0310.030-0325.790.wav,Turkish
13078,ntKM26MRE6w__U__S1---0188.120-0203.780.wav,Turkish
13079,ZjwUdSk7n60__U__S19---0323.460-0338.240.wav,Turkish
13080,4q5RHz7ASXE__U__S22---0287.930-0305.680.wav,Turkish
13081,b0l6h1LN_6w__U__S19---0253.970-0266.120.wav,Turkish
13082,dLCBhgHnyrY__U__S112---0670.400-0686.380.wav,Turkish
13083,usVrHFEdZBQ__U__S26---0172.070-0182.920.wav,Turkish
13084,evQblqQvQvg__U__S102---0348.940-0359.470.wav,Turkish
13085,wJHVHWTv_Po__U__S19---0123.950-0141.360.wav,Turkish
13086,S9IFHaNmJus__U__S9---0174.810-0190.490.wav,Turkish
13087,VLp2p6rUBe0__U__S0---0221.630-0238.600.wav,Turkish
13088,iDh0NUGquI0__U__S0---0571.190-0585.790.wav,Turkish
13089,wJa4fYbkaPA__U__S0---0215.160-0227.040.wav,Turkish
13090,DFgJO7TwJH0__U__S16---0589.510-0608.710.wav,Turkish
13091,ySQaGkucuoo__U__S0---0018.430-0029.320.wav,Turkish
13092,G3b2ydHOkIw__U__S20---0144.610-0158.070.wav,Turkish
13093,7zEa6haWfno__U__S104---1729.070-1744.410.wav,Turkish
13094,wib0uEfodMM__U__S13---0444.410-0462.950.wav,Turkish
13095,1c60LC_n4Ds__U__S0---0062.120-0078.060.wav,Turkish
13096,X2Bx9SoFwPs__U__S21---0195.150-0207.310.wav,Turkish
13097,XkbDx80c4O8__U__S10---0085.410-0096.410.wav,Turkish
13098,nXLlcoOEzhQ__U__S50---0310.680-0328.220.wav,Turkish
13099,vAkMyZeEpa4__U__S10---0059.500-0070.550.wav,Turkish
13100,2X6pAFHDeRI__U__S10---1841.420-1852.820.wav,Turkish
13101,VLp2p6rUBe0__U__S12---0066.490-0083.290.wav,Turkish
13102,rHZNzCuCTew__U__S12---0255.660-0273.670.wav,Turkish
13103,52bBDtYn7t4__U__S152---0282.620-0293.240.wav,Turkish
13104,teJs5BreCmE__U__S12---0155.330-0172.760.wav,Turkish
13105,xn1Y3AFW8jo__U__S103---0626.910-0640.500.wav,Turkish
13106,YjhB2WvSD-k__U__S42---0332.270-0346.950.wav,Turkish
13107,FyuY3I1yxxY__U__S121---0786.350-0804.780.wav,Turkish
13108,AoZlL7i3NV0__U__S0---0162.950-0174.680.wav,Turkish
13109,oAKcwhZ4shs__U__S106---1120.720-1131.160.wav,Turkish
13110,DFgJO7TwJH0__U__S125---2751.860-2768.220.wav,Turkish
13111,d3TsYyNTgMU__U__S481---2759.580-2778.190.wav,Turkish
13112,3rUe13dRjUY__U__S14---0186.700-0205.590.wav,Turkish
13113,TcuyiicViAw__U__S1---0571.510-0581.810.wav,Turkish
13114,VRVTesXd7-M__U__S33---0341.310-0360.200.wav,Turkish
13115,XkbDx80c4O8__U__S10---0209.740-0219.790.wav,Turkish
13116,oAKcwhZ4shs__U__S102---0186.060-0199.120.wav,Turkish
13117,02cnscLFrBE__U__S138---0541.350-0556.820.wav,Turkish
13118,DXal6k_Vncg__U__S121---0096.630-0107.400.wav,Turkish
13119,_gUS7PfXTB4__U__S53---0324.150-0335.390.wav,Turkish
13120,lai_-Aok1pA__U__S212---1336.540-1349.690.wav,Turkish
13121,d3TsYyNTgMU__U__S128---1505.760-1524.960.wav,Turkish
13122,32CubT691PQ__U__S116---0843.490-0856.750.wav,Turkish
13123,2anglRSn6jQ__U__S1---0009.410-0023.900.wav,Turkish
13124,__U3eiMxijE__U__S144---0529.750-0543.710.wav,Turkish
13125,jJXdaCyZxh8__U__S0---0166.720-0183.470.wav,Turkish
13126,rt3ZthtLbWQ__U__S68---0490.120-0502.410.wav,Turkish
13127,HbN2FSlJdME__U__S36---0276.780-0290.470.wav,Turkish
13128,mCG_Sz05XI8__U__S26---0062.040-0075.540.wav,Turkish
13129,d3TsYyNTgMU__U__S128---2038.710-2056.310.wav,Turkish
13130,FyuY3I1yxxY__U__S18---0526.370-0542.040.wav,Turkish
13131,YPJHgmCukFY__U__S18---0357.510-0371.900.wav,Turkish
13132,ECg7_nOgK5U__U__S20---0175.080-0190.080.wav,Turkish
13133,S9IFHaNmJus__U__S9---0092.030-0111.600.wav,Turkish
13134,-n7LlsHZI8s__U__S140---0887.600-0902.260.wav,Turkish
13135,7_oPOutqiJw__U__S12---0546.040-0556.900.wav,Turkish
13136,lai_-Aok1pA__U__S147---1805.630-1818.480.wav,Turkish
13137,R86EocfAO88__U__S112---0618.600-0636.100.wav,Turkish
13138,36PgOtZa2nE__U__S102---0344.290-0356.610.wav,Turkish
13139,Vb3bvWRTg3Y__U__S10---0210.990-0227.990.wav,Turkish
13140,y3TG2E4hvqs__U__S0---0129.720-0140.080.wav,Turkish
13141,X2Bx9SoFwPs__U__S38---0231.410-0242.760.wav,Turkish
13142,7zEa6haWfno__U__S104---1718.580-1729.070.wav,Turkish
13143,t8PeelO77M0__U__S100---1302.410-1315.850.wav,Turkish
13144,D96RU7_1ggQ__U__S25---0122.590-0142.040.wav,Turkish
13145,uzheFo7fLSI__U__S10---0036.590-0052.030.wav,Turkish
13146,jJXdaCyZxh8__U__S0---0413.890-0432.890.wav,Turkish
13147,Jl-d3l-MLb0__U__S19---0168.860-0185.520.wav,Turkish
13148,FyuY3I1yxxY__U__S102---0731.110-0747.500.wav,Turkish
13149,HaO4GrEe3io__U__S10---1938.070-1951.740.wav,Turkish
13150,I8A9vyrbP6U__U__S13---0181.120-0198.370.wav,Turkish
13151,gIuutBpWE1I__U__S1---0085.190-0096.290.wav,Turkish
13152,4q5RHz7ASXE__U__S109---1321.440-1332.460.wav,Turkish
13153,CZNRx7i5Xig__U__S1---0023.160-0035.280.wav,Turkish
13154,y5Mp4IRMzaU__U__S15---0117.400-0132.000.wav,Turkish
13155,o8AuAu71g8A__U__S101---0524.810-0544.710.wav,Turkish
13156,aEYrguBg8I8__U__S0---0023.150-0033.950.wav,Turkish
13157,UHimBjoxtTM__U__S44---0601.480-0613.780.wav,Turkish
13158,jYeiqg2JPZI__U__S40---0431.460-0447.500.wav,Turkish
13159,la-mce0Xhq0__U__S1---0018.010-0029.480.wav,Turkish
13160,7zEa6haWfno__U__S140---0506.340-0520.110.wav,Turkish
13161,1c60LC_n4Ds__U__S101---0447.910-0458.340.wav,Turkish
13162,n5c6FWj3U84__U__S153---1026.520-1039.230.wav,Turkish
13163,uf_LezttbYE__U__S15---0037.020-0055.860.wav,Turkish
13164,y6fueJuGI_E__U__S193---1270.350-1287.140.wav,Turkish
13165,DWAJcJqItH8__U__S10---0067.200-0079.120.wav,Turkish
13166,R-gP0pVvSUc__U__S2---0258.050-0269.730.wav,Turkish
13167,G3b2ydHOkIw__U__S17---0108.790-0125.110.wav,Turkish
13168,cjEMEZZ36Iw__U__S20---0254.150-0273.910.wav,Turkish
13169,_E1WKTcTURE__U__S242---1453.030-1465.700.wav,Turkish
13170,n5c6FWj3U84__U__S207---1332.110-1343.330.wav,Turkish
13171,HGAuaZD3628__U__S131---0095.240-0106.400.wav,Turkish
13172,iJM99_wPies__U__S102---0058.380-0068.820.wav,Turkish
13173,HaO4GrEe3io__U__S100---1702.330-1718.260.wav,Turkish
13174,4HMWWqe2a0Y__U__S255---2280.950-2291.350.wav,Turkish
13175,4tWOD_uG9-A__U__S0---0063.400-0075.840.wav,Turkish
13176,7_oPOutqiJw__U__S12---0092.050-0102.890.wav,Turkish
13177,jJXdaCyZxh8__U__S0---0034.220-0044.390.wav,Turkish
13178,_E1WKTcTURE__U__S142---0180.690-0191.320.wav,Turkish
13179,HaO4GrEe3io__U__S100---1430.520-1449.930.wav,Turkish
13180,KsBxrve80ZQ__U__S146---0919.690-0930.490.wav,Turkish
13181,7_oPOutqiJw__U__S249---1516.150-1527.710.wav,Turkish
13182,5h4b0DuC5dg__U__S222---1464.250-1480.590.wav,Turkish
13183,Kq1-Vy2gZlY__U__S1---0056.020-0072.240.wav,Turkish
13184,uR7c_mov4tI__U__S13---0140.940-0151.050.wav,Turkish
13185,6UnrIyNjB3Q__U__S104---1048.660-1063.320.wav,Turkish
13186,3F5pXYocxN8__U__S1---0000.740-0016.350.wav,Turkish
13187,n5c6FWj3U84__U__S121---0789.590-0807.670.wav,Turkish
13188,52bBDtYn7t4__U__S106---0784.290-0795.130.wav,Turkish
13189,N3XgjJccqNs__U__S119---0772.950-0785.410.wav,Turkish
13190,_E1WKTcTURE__U__S209---1237.960-1250.340.wav,Turkish
13191,V6ojzAZMI2A__U__S120---0829.310-0848.470.wav,Turkish
13192,3VwxgGV6icE__U__S113---0608.080-0627.340.wav,Turkish
13193,Z63-jTVXYp4__U__S113---0545.880-0557.900.wav,Turkish
13194,DFgJO7TwJH0__U__S125---2850.540-2866.230.wav,Turkish
13195,J25jpgrnPXg__U__S101---0449.700-0467.490.wav,Turkish
13196,1Pu-LbsIUP4__U__S104---0578.180-0595.050.wav,Turkish
13197,1CAePbQc3w4__U__S1---0167.670-0181.290.wav,Turkish
13198,-OnziHJuxRk__U__S0---0174.620-0187.980.wav,Turkish
13199,iDh0NUGquI0__U__S133---0955.860-0970.310.wav,Turkish
13200,lai_-Aok1pA__U__S156---1197.340-1212.020.wav,Turkish
13201,KOldkycI1u0__U__S227---1540.990-1554.290.wav,Turkish
13202,ZxrIf5Sw6Ag__U__S18---0446.250-0457.280.wav,Turkish
13203,o8AuAu71g8A__U__S104---0463.920-0476.890.wav,Turkish
13204,okjVGDw_iVk__U__S16---0317.400-0333.280.wav,Turkish
13205,R86EocfAO88__U__S21---0150.680-0161.550.wav,Turkish
13206,pTasxFjAyDI__U__S1---0181.610-0192.270.wav,Turkish
13207,t8PeelO77M0__U__S154---0451.730-0470.330.wav,Turkish
13208,rGakRshrdeM__U__S14---0056.870-0073.150.wav,Turkish
13209,lai_-Aok1pA__U__S156---1015.310-1028.030.wav,Turkish
13210,CKvKzfIaLDI__U__S10---0055.490-0071.980.wav,Turkish
13211,vXnu-AYXdn8__U__S28---0422.240-0436.320.wav,Turkish
13212,N5ZtFHT4wFs__U__S0---0270.100-0281.050.wav,Turkish
13213,KsBxrve80ZQ__U__S316---2065.410-2076.580.wav,Turkish
13214,ODhtIDmk1FM__U__S14---0056.000-0073.360.wav,Turkish
13215,lZVriqEKqt0__U__S103---0567.410-0582.590.wav,Turkish
13216,H5FCuIgP4YU__U__S1---0136.800-0155.830.wav,Turkish
13217,Z63-jTVXYp4__U__S12---0070.350-0083.280.wav,Turkish
13218,_E1WKTcTURE__U__S121---0209.800-0229.750.wav,Turkish
13219,__U3eiMxijE__U__S173---1378.120-1396.280.wav,Turkish
13220,t8PeelO77M0__U__S100---0372.300-0390.010.wav,Turkish
13221,3fq7z5hBtUM__U__S66---0465.960-0477.890.wav,Turkish
13222,KsBxrve80ZQ__U__S316---2028.550-2038.820.wav,Turkish
13223,vAkMyZeEpa4__U__S107---1292.030-1311.040.wav,Turkish
13224,ntKM26MRE6w__U__S0---0295.090-0308.890.wav,Turkish
13225,k3-UiedhUNg__U__S1---0082.650-0093.930.wav,Turkish
13226,-n7LlsHZI8s__U__S120---0465.410-0478.190.wav,Turkish
13227,xst62ktOzsA__U__S3---0349.900-0363.380.wav,Turkish
13228,3bhBo9YCTpo__U__S107---0696.590-0713.810.wav,Turkish
13229,OWEo9s0JrIc__U__S101---3117.810-3129.890.wav,Turkish
13230,UwshdvhyOH8__U__S0---0107.970-0127.350.wav,Turkish
13231,O1Yw6551rJs__U__S0---0457.930-0470.090.wav,Turkish
13232,srEiAss2zlw__U__S133---0261.560-0280.050.wav,Turkish
13233,JE8_CAnYAvY__U__S12---0264.770-0275.190.wav,Turkish
13234,Kq1-Vy2gZlY__U__S1---0105.550-0120.570.wav,Turkish
13235,Z4Jz36D8LKY__U__S110---0540.010-0552.350.wav,Turkish
13236,U5h8_N1iDWE__U__S102---0392.790-0411.710.wav,Turkish
13237,Vk7uMlqlsdk__U__S70---0429.920-0449.790.wav,Turkish
13238,Z4Jz36D8LKY__U__S28---0224.040-0241.950.wav,Turkish
13239,iDh0NUGquI0__U__S128---0386.160-0397.130.wav,Turkish
13240,ijOmsVmxNXY__U__S104---0428.780-0442.200.wav,Turkish
13241,evQblqQvQvg__U__S101---0865.980-0877.820.wav,Turkish
13242,omB1RylDl4c__U__S12---0117.180-0131.120.wav,Turkish
13243,_gUS7PfXTB4__U__S26---0172.680-0183.340.wav,Turkish
13244,aRaCsFddyJg__U__S28---0180.950-0193.880.wav,Turkish
13245,7zEa6haWfno__U__S104---1163.890-1175.430.wav,Turkish
13246,EKLfsKlgEMA__U__S11---0072.840-0083.120.wav,Turkish
13247,-yRXX9qS4nc__U__S84---0515.060-0526.420.wav,Turkish
13248,oqhHYzdKd-w__U__S1---0051.640-0068.170.wav,Turkish
13249,d3TsYyNTgMU__U__S128---2724.080-2742.550.wav,Turkish
13250,1-epF3zL0Zk__U__S24---0626.530-0637.170.wav,Turkish
13251,HaO4GrEe3io__U__S10---1986.660-2005.250.wav,Turkish
13252,vOMm8SLzmwc__U__S35---0267.520-0277.880.wav,Turkish
13253,cynOl9DBIBo__U__S1---0017.620-0029.130.wav,Turkish
13254,uLGJqXWIKmo__U__S110---0549.520-0565.830.wav,Turkish
13255,IWsZWsZIV-A__U__S18---0125.670-0143.090.wav,Turkish
13256,4q5RHz7ASXE__U__S0---0209.250-0221.580.wav,Turkish
13257,d3TsYyNTgMU__U__S128---1288.010-1301.310.wav,Turkish
13258,srEiAss2zlw__U__S103---0660.970-0680.190.wav,Turkish
13259,b9ZUfOrYRlE__U__S2---0042.410-0059.680.wav,Turkish
13260,UHimBjoxtTM__U__S3---0017.230-0030.730.wav,Turkish
13261,d3TsYyNTgMU__U__S128---0856.820-0871.650.wav,Turkish
13262,QSoJBfSapQk__U__S46---0083.920-0099.770.wav,Turkish
13263,wInZaoYUDVQ__U__S103---0950.070-0961.800.wav,Turkish
13264,8V2UnMCUIsA__U__S0---0162.040-0173.280.wav,Turkish
13265,HbN2FSlJdME__U__S1---0818.030-0828.830.wav,Turkish
13266,ijOmsVmxNXY__U__S104---0532.760-0552.640.wav,Turkish
13267,y6fueJuGI_E__U__S256---1693.580-1704.100.wav,Turkish
13268,k3-UiedhUNg__U__S114---1298.930-1318.780.wav,Turkish
13269,Z4Jz36D8LKY__U__S110---0989.030-1002.760.wav,Turkish
13270,1Pu-LbsIUP4__U__S15---0072.300-0088.580.wav,Turkish
13271,KsBxrve80ZQ__U__S16---0114.950-0131.620.wav,Turkish
13272,4p0a18_WTUA__U__S12---0079.730-0090.000.wav,Turkish
13273,LLWudqF57UA__U__S113---0481.090-0500.880.wav,Turkish
13274,k3-UiedhUNg__U__S100---0584.170-0602.420.wav,Turkish
13275,OgKpzdowWTk__U__S10---1646.000-1661.560.wav,Turkish
13276,TcuyiicViAw__U__S1---0059.880-0073.060.wav,Turkish
13277,L5K3IxINr7A__U__S37---0256.740-0272.500.wav,Turkish
13278,GYTDf4h74C8__U__S11---0017.640-0027.920.wav,Turkish
13279,wJHVHWTv_Po__U__S0---0347.350-0366.620.wav,Turkish
13280,y5Mp4IRMzaU__U__S32---0214.310-0226.280.wav,Turkish
13281,PYIDIc6lQho__U__S12---0160.920-0174.130.wav,Turkish
13282,jYeiqg2JPZI__U__S119---0389.340-0408.110.wav,Turkish
13283,UbsJLmFqtMY__U__S115---0749.610-0764.290.wav,Turkish
13284,02cnscLFrBE__U__S138---2003.600-2015.060.wav,Turkish
13285,aRaCsFddyJg__U__S17---0193.920-0210.000.wav,Turkish
13286,t8PeelO77M0__U__S100---1663.840-1678.970.wav,Turkish
13287,X2Bx9SoFwPs__U__S112---0873.770-0890.790.wav,Turkish
13288,d3TsYyNTgMU__U__S154---2357.240-2374.670.wav,Turkish
